DB ID,Model No.,Frequency_Hz,Phase,HP,Power(KW),Outlet (mm),Outlet (inch),Pass Solid Dia(mm),Max Flow (LPM),Max Head (M),Max Head (ft),Category,Product Link,Head Rated/M,Q Rated/LPM
693,DSK-50,60,3,5,3.7kW,100,"4""",15,1180,21,69,Dirty Water,https://www.hungpump.com/dsk,15,560
694,DSK-75,60,3,7.5,5.5kW,100,"4""",20,1320,24,79,Dirty Water,https://www.hungpump.com/dsk,15,1100
695,DSK-75,60,3,7.5,5.5kW,100,"4""",20,1320,24,79,Dirty Water,https://www.hungpump.com/dsk,15,1100
696,DSP-10,60,1,1,750W,50,"2""",30,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9,180
697,DSP-10,60,1,1,750W,50,"2""",30,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9,180
698,DSP-10,60,3,1,750W,50,"2""",30,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9,180
699,DSP-10,60,3,1,750W,50,"2""",30,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9,180
700,DSP-10,60,3,1,750W,50,"2""",30,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9,180
701,DSP-100,60,3,10,7.5kW,150,"6""",65,2500,28,92,Dirty Water,https://www.hungpump.com/dsp,9,1800
702,DSP-100,60,3,10,7.5kW,150,"6""",65,2500,28,92,Dirty Water,https://www.hungpump.com/dsp,9,1800
703,DSP-100,60,3,10,7.5kW,150,"6""",65,2500,28,92,Dirty Water,https://www.hungpump.com/dsp,9,1800
704,DSP-150,60,3,15,11kW,150,"6""",65,3200,32,105,Dirty Water,https://www.hungpump.com/dsp,12,2050
705,DSP-150,60,3,15,11kW,150,"6""",65,3200,32,105,Dirty Water,https://www.hungpump.com/dsp,12,2050
706,DSP-150,60,3,15,11kW,150,"6""",65,3200,32,105,Dirty Water,https://www.hungpump.com/dsp,12,2050
707,DSP-20,60,1,2,1.5kW,80,"3""",40,880,18,59,Dirty Water,https://www.hungpump.com/dsp,12,410
708,DSP-20,60,3,2,1.5kW,80,"3""",40,880,18,59,Dirty Water,https://www.hungpump.com/dsp,12,410
709,DSP-20,60,3,2,1.5kW,80,"3""",40,880,18,59,Dirty Water,https://www.hungpump.com/dsp,12,410
710,DSP-30,60,1,3,2.2kW,80,"3""",40,1200,20,66,Dirty Water,https://www.hungpump.com/dsp,12,700
711,DSP-30,60,3,3,2.2kW,80,"3""",40,1200,20,66,Dirty Water,https://www.hungpump.com/dsp,12,700
712,DSP-30,60,3,3,2.2kW,80,"3""",40,1200,20,66,Dirty Water,https://www.hungpump.com/dsp,12,700
713,DSP-50,60,3,5,3.7kW,100,"4""",45,1300,22,72,Dirty Water,https://www.hungpump.com/dsp,12,870
714,DSP-50,60,3,5,3.7kW,100,"4""",45,1300,22,72,Dirty Water,https://www.hungpump.com/dsp,12,870
715,DSP-50,60,3,5,3.7kW,100,"4""",45,1300,22,72,Dirty Water,https://www.hungpump.com/dsp,12,870
716,DSP-75,60,3,7.5,5.5kW,100,"4""",50,2100,34,112,Dirty Water,https://www.hungpump.com/dsp,9,1250
717,DSP-75,60,3,7.5,5.5kW,100,"4""",50,2100,34,112,Dirty Water,https://www.hungpump.com/dsp,9,1250
718,DSPK-10,60,1,1,750W,50,"2""",30,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9,180
719,DSPK-10,60,1,1,750W,50,"2""",30,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9,180
720,DSPK-10A,60,1,1,750W,50,"2""",30,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9,180
721,DSPK-10,60,3,1,750W,50,"2""",30,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9,180
722,DSPK-10,60,3,1,750W,50,"2""",30,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9,180
723,DSPK-10,60,3,1,750W,50,"2""",30,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9,180
724,DSPK-100,60,3,10,7.5kW,150,"6""",65,2500,28,92,Dirty Water,https://www.hungpump.com/dsp,9,1800
725,DSPK-100,60,3,10,7.5kW,150,"6""",65,2500,28,92,Dirty Water,https://www.hungpump.com/dsp,9,1800
726,DSPK-100G,60,3,10,7.5kW,100,"4""",65,2500,28,92,Dirty Water,https://www.hungpump.com/dsp,9,1800
727,DSPK-100,60,3,10,7.5kW,150,"6""",65,2500,28,92,Dirty Water,https://www.hungpump.com/dsp,9,1800
728,DSPK-150,60,3,15,11kW,150,"6""",65,3200,32,105,Dirty Water,https://www.hungpump.com/dsp,12,2050
729,DSPK-150,60,3,15,11kW,150,"6""",65,3200,32,105,Dirty Water,https://www.hungpump.com/dsp,12,2050
730,DSPK-150G,60,3,15,11kW,150,"6""",65,3200,32,105,Dirty Water,https://www.hungpump.com/dsp,12,2050
731,DSPK-150,60,3,15,11kW,150,"6""",65,3200,32,105,Dirty Water,https://www.hungpump.com/dsp,12,2050
732,DSPK-20,60,1,2,1.5kW,80,"3""",40,880,18,59,Dirty Water,https://www.hungpump.com/dsp,12,410
733,DSPK-20,60,3,2,1.5kW,80,"3""",40,880,18,59,Dirty Water,https://www.hungpump.com/dsp,12,410
734,DSPK-20,60,3,2,1.5kW,80,"3""",40,880,18,59,Dirty Water,https://www.hungpump.com/dsp,12,410
735,DSPK-30,60,1,3,2.2kW,80,"3""",40,1200,20,66,Dirty Water,https://www.hungpump.com/dsp,12,700
736,DSPK-30,60,3,3,2.2kW,80,"3""",40,1200,20,66,Dirty Water,https://www.hungpump.com/dsp,12,700
737,DSPK-30,60,3,3,2.2kW,80,"3""",40,1200,20,66,Dirty Water,https://www.hungpump.com/dsp,12,700
738,DSPK-4100,60,3,10,7.5W,100,"4""",65,660,93,305,Dirty Water,https://www.hungpump.com/dsp,50,475
739,DSPK-4100,60,3,10,7.5W,100,"4""",65,660,93,305,Dirty Water,https://www.hungpump.com/dsp,50,475
740,DSPK-4100,60,3,10,7.5W,100,"4""",65,660,93,305,Dirty Water,https://www.hungpump.com/dsp,50,475
741,DSPK-50,60,3,5,3.7kW,100,"4""",45,1300,22,72,Dirty Water,https://www.hungpump.com/dsp,12,870
742,DSPK-50,60,3,5,3.7kW,100,"4""",45,1300,22,72,Dirty Water,https://www.hungpump.com/dsp,12,870
743,DSPK-50G,60,3,5,3.7kW,80,"3""",45,1300,22,72,Dirty Water,https://www.hungpump.com/dsp,12,870
744,DSPK-50G,60,3,5,3.7kW,100,"4""",45,1300,22,72,Dirty Water,https://www.hungpump.com/dsp,12,870
745,DSPK-50,60,3,5,3.7kW,100,"4""",45,1300,22,72,Dirty Water,https://www.hungpump.com/dsp,12,870
746,DSPK-75,60,3,7.5,5.5kW,100,"4""",50,2100,34,112,Dirty Water,https://www.hungpump.com/dsp,9,1250
747,DSPK-75,60,3,7.5,5.5kW,100,"4""",50,2100,34,112,Dirty Water,https://www.hungpump.com/dsp,9,1250
748,DSPK-75G,60,3,7.5,5.5kW,100,"4""",50,2100,34,112,Dirty Water,https://www.hungpump.com/dsp,9,1250
749,FAS-150,60,1,1/5,150W,50,"2""",19,230,6,20,,https://www.hungpump.com/fas,4,100
750,FAS-150,60,1,1/5,150W,50,"2""",19,230,6,20,,https://www.hungpump.com/fas,4,100
751,FAS-250,60,1,1/3,250W,50,"2""",19,260,7,23,,https://www.hungpump.com/fas,4,155
752,FVS-250LV,60,1,1/3,250W,40,"1-1/2""",19,290,9,30,,https://www.hungpump.com/fvs,5,200
753,FAS-250,60,1,1/3,250W,50,"2""",19,260,7,23,,https://www.hungpump.com/fas,4,155
754,FAS-400,60,1,1/2,400W,50,"2""",19,320,9,30,,https://www.hungpump.com/fas,6,200
755,FVS-400LV,60,1,1/2,400W,50,"2""",19,320,10,33,,https://www.hungpump.com/fvs,6,200
756,FAS-400,60,1,1/2,400W,50,"2""",19,320,9,30,,https://www.hungpump.com/fas,6,200
757,FAS-750,60,1,1,750W,50,"2""",19,360,12,39,,https://www.hungpump.com/fas,8,215
758,FAS-750,60,1,1,750W,50,"2""",19,360,12,39,,https://www.hungpump.com/fas,8,215
759,FAS-750A,60,1,1,750W,50,"2""",19,360,12,39,,https://www.hungpump.com/fas,8,215
760,FVP-400,60,1,1/2,400W,50,"2""",8,320,9.5,31,,https://www.hungpump.com/fvp,6,220
761,FVP-400,60,1,1/2,400W,50,"2""",8,320,9.5,31,,https://www.hungpump.com/fvp,6,185
762,FVP-750,60,1,1,750W,50,"2""",8,365,12,40,,https://www.hungpump.com/fvp,8,245
763,GC-07,60,1,3/4,550W,32,"1-1/4""",N/A,140,11,36,Grinder,https://www.hungpump.com/gc,6,110
764,GC-0761,60,1,3/4,550W,32,"1-1/4""",N/A,140,11,36,Grinder,https://www.hungpump.com/gc,6,110
765,GC-07,60,1,3/4,550W,32,"1-1/4""",N/A,140,11,36,Grinder,https://www.hungpump.com/gc,6,110
766,GC-07,60,3,3/4,550W,32,"1-1/4""",N/A,140,11,36,Grinder,https://www.hungpump.com/gc,6,110
767,GC-07,60,3,3/4,550W,32,"1-1/4""",N/A,140,11,36,Grinder,https://www.hungpump.com/gc,6,110
768,GC-10,60,1,1,750W,32,"1-1/4""",N/A,160,16,52,Grinder,https://www.hungpump.com/gc,9,105
769,GC-1061,60,1,1,750W,32,"1-1/4""",N/A,160,16,52,Grinder,https://www.hungpump.com/gc,9,105
770,GC-10,60,1,1,750W,32,"1-1/4""",N/A,160,16,52,Grinder,https://www.hungpump.com/gc,9,105
771,GC-10,60,3,1,750W,32,"1-1/4""",N/A,160,16,52,Grinder,https://www.hungpump.com/gc,9,105
772,GC-10,60,3,1,750W,32,"1-1/4""",N/A,160,16,52,Grinder,https://www.hungpump.com/gc,9,105
773,GC-20,60,1,2,1.5kW,32,"1-1/4""",N/A,180,26,85,Grinder,https://www.hungpump.com/gc,15,150
774,GC-20,60,3,2,1.5kW,32,"1-1/4""",N/A,180,26,85,Grinder,https://www.hungpump.com/gc,15,150
775,GC-20,60,3,2,1.5kW,32,"1-1/4""",N/A,180,26,85,Grinder,https://www.hungpump.com/gc,15,150
776,GC-30,60,3,3,2.2kW,50,"2""",N/A,180,36,118,Grinder,https://www.hungpump.com/gc,20,140
777,GC-30,60,3,3,2.2kW,50,"2""",N/A,180,36,118,Grinder,https://www.hungpump.com/gc,20,140
778,GC-3063,60,3,3,2.2kW,50,"2""",N/A,180,36,118,Grinder,https://www.hungpump.com/gc,20,140
779,GC-50,60,3,5,3.7kW,65,"2-1/2""",N/A,320,42,138,Grinder,https://www.hungpump.com/gc,30,240
780,GC-50,60,3,5,3.7kW,65,"2-1/2""",N/A,320,42,138,Grinder,https://www.hungpump.com/gc,30,240
781,GC-5063,60,3,5,3.7kW,65,"2-1/2""",N/A,320,42,138,Grinder,https://www.hungpump.com/gc,30,240
782,GC-75,60,3,7.5,5.5kW,65,"2-1/2""",N/A,320,55,180,Grinder,https://www.hungpump.com/gc,30,260
783,GC-75,60,3,7.5,5.5kW,65,"2-1/2""",N/A,320,55,180,Grinder,https://www.hungpump.com/gc,30,260
784,GC-7563,60,3,7.5,5.5kW,65,"2-1/2""",N/A,320,55,180,Grinder,https://www.hungpump.com/gc,30,260
785,GD-15,60,1,1.5,1.1kW,32,"1-1/4""",N/A,230,20,66,Grinder,https://www.hungpump.com/gd,10,170
786,GD-15,60,3,1.5,1.1kW,32,"1-1/4""",N/A,230,20,66,Grinder,https://www.hungpump.com/gd,10,170
787,GD-15,60,3,1.5,1.1kW,32,"1-1/4""",N/A,230,20,66,Grinder,https://www.hungpump.com/gd,10,170
788,GD-15,60,3,1.5,1.1kW,32,"1-1/4""",N/A,230,20,66,Grinder,https://www.hungpump.com/gd,10,170
789,GD-20,60,1,2,1.5kW,32,"1-1/4""",N/A,235,23,75,Grinder,https://www.hungpump.com/gd,15,150
790,GD-20,60,3,2,1.5kW,32,"1-1/4""",N/A,235,23,75,Grinder,https://www.hungpump.com/gd,15,150
791,GD-20,60,3,2,1.5kW,32,"1-1/4""",N/A,235,23,75,Grinder,https://www.hungpump.com/gd,15,150
792,GD-20,60,3,2,1.5kW,32,"1-1/4""",N/A,235,23,75,Grinder,https://www.hungpump.com/gd,15,150
793,GD-30,60,3,3,2.2kW,32,"1-1/4""",N/A,235,28,92,Grinder,https://www.hungpump.com/gd,15,200
794,GD-30,60,3,3,2.2kW,32,"1-1/4""",N/A,235,28,92,Grinder,https://www.hungpump.com/gd,15,200
795,GDH-15,60,1,1.5,1.1kW,32,"1-1/4""",N/A,110,29,95,Grinder,https://www.hungpump.com/gdh,20,80
796,GDH-15,60,3,1.5,1.1kW,32,"1-1/4""",N/A,110,29,95,Grinder,https://www.hungpump.com/gdh,20,80
797,GDH-15,60,3,1.5,1.1kW,32,"1-1/4""",N/A,110,29,95,Grinder,https://www.hungpump.com/gdh,20,80
798,GDH-15,60,3,1.5,1.1kW,32,"1-1/4""",N/A,110,29,95,Grinder,https://www.hungpump.com/gdh,20,80
799,GDH-20,60,1,2,1.5kW,32,"1-1/4""",N/A,175,30,98,Grinder,https://www.hungpump.com/gdh,20,135
800,GDH-20G,60,1,2,1.5kW,32,"1-1/4""",N/A,175,30,98,Grinder,https://www.hungpump.com/gdh,20,135
801,GDH-20,60,3,2,1.5kW,32,"1-1/4""",N/A,175,30,98,Grinder,https://www.hungpump.com/gdh,20,135
802,GDH-20,60,3,2,1.5kW,32,"1-1/4""",N/A,175,30,98,Grinder,https://www.hungpump.com/gdh,20,135
803,GDH-20,60,3,2,1.5kW,32,"1-1/4""",N/A,175,30,98,Grinder,https://www.hungpump.com/gdh,20,135
804,GDH-20C,60,1,2,1.5kW,50,"2""",N/A,490,10,33,Grinder,https://www.hungpump.com/gdh,6,390
805,GS-15,60,1,1.5,1.1kW,32,"1-1/4""",N/A,50,85,280,Grinder,https://www.hungpump.com/gs,50,20
806,GS-15,60,3,1.5,1.1kW,32,"1-1/4""",N/A,50,85,280,Grinder,https://www.hungpump.com/gs,50,20
807,GS-15,60,3,1.5,1.1kW,32,"1-1/4""",N/A,50,85,280,Grinder,https://www.hungpump.com/gs,50,20
808,HD-10,60,1,1,750W,80,"3""",10,600,9.5,31,,https://www.hungpump.com/hd,6,320
809,HD-10,60,1,1,750W,80,"3""",10,600,9.5,31,,https://www.hungpump.com/hd,6,320
810,HD-10,60,3,1,750W,80,"3""",10,600,9.5,31,,https://www.hungpump.com/hd,6,320
811,HD-10,60,3,1,750W,80,"3""",10,600,9.5,31,,https://www.hungpump.com/hd,6,320
812,HD-15,60,1,1.5,1.1kW,80,"3""",10,820,10,33,,https://www.hungpump.com/hd,6,440
813,HD-15,60,1,1.5,1.1kW,80,"3""",10,820,10,33,,https://www.hungpump.com/hd,6,440
814,HD-15,60,3,1.5,1.1kW,80,"3""",10,820,10,33,,https://www.hungpump.com/hd,6,440
815,HD-15,60,3,1.5,1.1kW,80,"3""",10,820,10,33,,https://www.hungpump.com/hd,6,440
816,HD-20,60,1,2,1.5kW,80,"3""",10,1050,11.5,38,,https://www.hungpump.com/hd,6,790
817,HD-20,60,3,2,1.5kW,80,"3""",10,1050,11.5,38,,https://www.hungpump.com/hd,6,790
818,HD-20,60,3,2,1.5kW,80,"3""",10,1050,11.5,38,,https://www.hungpump.com/hd,6,790
819,HEF A100D,60,1,1,750W,50,"2""",7,220,20,66,,https://www.hungpump.com/hef,12,155
820,HEF A50,60,1,1/2,400W,50,"2""",7,250,12,39,,https://www.hungpump.com/hef,8,155
821,HEF S300,60,3,3,2.2kW,50,"2""",12,620,28,92,,https://www.hungpump.com/hef,15,490
822,HF-10,60,1,1,750W,100,"4""",19,850,8,26,Sewage and Wastewater,https://www.hungpump.com/hf,4.5,550
823,HF-10,60,3,1,750W,100,"4""",19,850,8,26,Sewage and Wastewater,https://www.hungpump.com/hf,4.5,550
824,HF-10,60,3,1,750W,100,"4""",19,850,8,26,Sewage and Wastewater,https://www.hungpump.com/hf,4.5,550
825,HF-20,60,1,2,1.5kW,100,"4""",19,1200,12,39,Sewage and Wastewater,https://www.hungpump.com/hf,7.5,610
826,HF-20,60,3,2,1.5kW,100,"4""",19,1200,12,39,Sewage and Wastewater,https://www.hungpump.com/hf,7.5,610
827,HF-20,60,3,2,1.5kW,100,"4""",19,1200,12,39,Sewage and Wastewater,https://www.hungpump.com/hf,7.5,610
828,HFP S25,60,1,1/4,200W,32,"1-1/4""",5,140,7,23,,https://www.hungpump.com/hfp,4,80
829,HFP S75A,60,1,3/4,600W,32,"1-1/4""",32,240,6.5,21,,https://www.hungpump.com/hfp,4,145
830,HFS H20,60,1,1/5,150W,50,"2""",6,210,6,20,,https://www.hungpump.com/hfs,4,110
831,HFS H50,60,1,1/2,400W,50,"2""",6,320,10,33,,https://www.hungpump.com/hfs,6,185
832,HFS S50,60,1,1/2,400W,50,"2""",7,200,9,30,,https://www.hungpump.com/hfs,6,135
833,HFS V33,60,1,1/3,250W,50,"2""",19,260,7,23,,https://www.hungpump.com/hfs,4,155
834,HFS V50A,60,1,1/2,400W,50,"2""",19,320,9,30,,https://www.hungpump.com/hfs,6,200
835,HHP C100A,60,1,1,750W,50,"2""",8,220,25,82,,https://www.hungpump.com/hhp,15,130
836,HHP C50A,60,1,1/2,400W,32,"1-1/4""",8,180,20,66,,https://www.hungpump.com/hhp,12,115
837,HSE L100A,60,1,1,750W,50,"2""",50,500,10,33,,https://www.hungpump.com/hse,6,370
838,HSE L200A,60,1,2,1.5kW,80,"3""",65,900,9,30,,https://www.hungpump.com/hse,6,520
839,HSE L50A,60,1,1/2,400W,50,"2""",50,380,7,23,,https://www.hungpump.com/hse,4,250
840,HSE W300,60,3,3,2.2kW,80,"3""",40,1200,20,66,,https://www.hungpump.com/hse,12,700
841,HSE W500,60,3,5,3.7kW,100,"4""",45,1300,22,72,,https://www.hungpump.com/hse,12,870
842,HSG C200,60,1,2,1.5kW,32,"1-1/4""",N/A,180,26,85,,https://www.hungpump.com/hsg,15,150
843,HSG C500,60,3,5,3.7kW,65,"2-1/2""",N/A,320,42,138,,https://www.hungpump.com/hsg,30,240
844,HSG C75,60,1,3/4,550W,32,"1-1/4""",N/A,140,11,36,,https://www.hungpump.com/hsg,6,110
845,HSG X150A,60,1,1.5,1.1kW,32,"1-1/4""",N/A,50,50,165,,https://www.hungpump.com/hsg,40,25
846,JK-05,60,1,1/2,400W,50,"2""",30,320,9,30,Dirty Water,https://www.hungpump.com/jk,6,190
847,JK-05,60,1,1/2,400W,50,"2""",30,320,9,30,Dirty Water,https://www.hungpump.com/jk,6,190
848,JK-05,60,3,1/2,400W,50,"2""",30,320,9,30,Dirty Water,https://www.hungpump.com/jk,6,190
849,JK-05,60,3,1/2,400W,50,"2""",30,320,9,30,Dirty Water,https://www.hungpump.com/jk,6,190
850,JK-10,60,1,1,750W,50,"2""",30,400,12,39,Dirty Water,https://www.hungpump.com/jk,6,270
851,LBV-75,60,1,1,750W,50,"2""",30,400,12,39,,https://www.hungpump.com/lbv,6,270
852,JK-10,60,1,1,750W,50,"2""",30,400,12,39,Dirty Water,https://www.hungpump.com/jk,6,270
853,JK-10,60,3,1,750W,50,"2""",30,400,12,39,Dirty Water,https://www.hungpump.com/jk,6,270
854,JK-10,60,3,1,750W,50,"2""",30,400,12,39,Dirty Water,https://www.hungpump.com/jk,6,270
855,JK-20,60,1,2,1.5kW,80,"3""",35,620,18,59,Dirty Water,https://www.hungpump.com/jk,12,410
856,JK-20,60,3,2,1.5kW,80,"3""",35,620,18,59,Dirty Water,https://www.hungpump.com/jk,12,410
857,JK-20,60,3,2,1.5kW,80,"3""",35,620,18,59,Dirty Water,https://www.hungpump.com/jk,12,410
858,JK-30,60,3,3,2.2kW,80,"3""",35,780,18,59,Dirty Water,https://www.hungpump.com/jk,10,610
859,JK-30,60,3,3,2.2kW,80,"3""",35,780,18,59,Dirty Water,https://www.hungpump.com/jk,10,610
860,JK-50,60,3,5,3.7kW,100,"4""",45,1100,22,72,Dirty Water,https://www.hungpump.com/jk,15,590
861,JK-50,60,3,5,3.7kW,100,"4""",45,1100,22,72,Dirty Water,https://www.hungpump.com/jk,15,590
862,JK-75,60,3,7.5,5.5kW,100,"4""",50,1200,24,79,Dirty Water,https://www.hungpump.com/jk,15,770
863,JK-75,60,3,7.5,5.5kW,100,"4""",50,1200,24,79,Dirty Water,https://www.hungpump.com/jk,15,770
864,JKCH-20,60,1,1/2,400W,32,"1-1/4""",1,100,20,66,,https://www.hungpump.com/jkch,10,65
865,JKCH-20,60,1,1/2,400W,32,"1-1/4""",1,100,20,66,,https://www.hungpump.com/jkch,10,65
866,JKCH-20,60,3,1/2,400W,32,"1-1/4""",1,100,20,66,,https://www.hungpump.com/jkch,10,65
867,JKCH-20,60,3,1/2,400W,32,"1-1/4""",1,100,20,66,,https://www.hungpump.com/jkch,10,65
868,JKCH-30,60,1,3/4,550W,32,"1-1/4""",1,100,30,98,,https://www.hungpump.com/jkch,20,50
869,JKCH-30,60,1,3/4,550W,32,"1-1/4""",1,100,30,98,,https://www.hungpump.com/jkch,20,50
870,JKCH-30,60,3,3/4,550W,32,"1-1/4""",1,100,30,98,,https://www.hungpump.com/jkch,20,50
871,JKCH-30,60,3,3/4,550W,32,"1-1/4""",1,100,30,98,,https://www.hungpump.com/jkch,20,50
872,JKCH-40,60,1,1.1,800W,32,"1-1/4""",1,100,40,131,,https://www.hungpump.com/jkch,20,65
873,JKCH-40,60,1,1.1,800W,32,"1-1/4""",1,100,40,131,,https://www.hungpump.com/jkch,20,65
874,JKCH-40,60,3,1.1,800W,32,"1-1/4""",1,100,40,131,,https://www.hungpump.com/jkch,20,65
875,JKCH-40,60,3,1.1,800W,32,"1-1/4""",1,100,40,131,,https://www.hungpump.com/jkch,20,65
876,JKCH-50,60,1,1.5,1.1kW,32,"1-1/4""",1,100,50,164,,https://www.hungpump.com/jkch,30,53
877,JKCH-50,60,1,1.5,1.1kW,32,"1-1/4""",1,100,50,164,,https://www.hungpump.com/jkch,30,53
878,JKCH-50,60,3,1.5,1.1kW,32,"1-1/4""",1,100,50,164,,https://www.hungpump.com/jkch,30,53
879,JKCH-50,60,3,1.5,1.1kW,32,"1-1/4""",1,100,50,164,,https://www.hungpump.com/jkch,30,53
880,JKCH-60,60,1,1.8,1.35kW,32,"1-1/4""",1,100,60,197,,https://www.hungpump.com/jkch,40,45
881,JKCH-60,60,1,1.8,1.35kW,32,"1-1/4""",1,100,60,197,,https://www.hungpump.com/jkch,40,45
882,JKCH-60,60,3,1.8,1.35kW,32,"1-1/4""",1,100,60,197,,https://www.hungpump.com/jkch,40,45
883,JKCH-60,60,3,1.8,1.35kW,32,"1-1/4""",1,100,60,197,,https://www.hungpump.com/jkch,40,45
884,KA-2.4,60,1,1/2,400W,50,"2""",7,250,12,39,Dirty Water,https://www.hungpump.com/ka,8,155
885,KA-2.4,60,1,1/2,400W,50,"2""",7,250,12,39,Dirty Water,https://www.hungpump.com/ka,8,155
886,KA-2.4A,60,1,1/2,400W,50,"2""",7,250,12,39,Dirty Water,https://www.hungpump.com/ka,8,155
887,KA-2.4A,60,1,1/2,400W,50,"2""",7,250,12,39,Dirty Water,https://www.hungpump.com/ka,8,155
888,KA-2.4D,60,1,1/2,400W,50,"2""",7,250,12,39,Dirty Water,https://www.hungpump.com/ka,8,155
889,KA-2.4D,60,1,1/2,400W,50,"2""",7,250,12,39,Dirty Water,https://www.hungpump.com/ka,8,155
890,KA-2.4DA,60,1,1/2,400W,50,"2""",7,250,12,39,Dirty Water,https://www.hungpump.com/ka,8,155
891,KA-2.4DA,60,1,1/2,400W,50,"2""",7,250,12,39,Dirty Water,https://www.hungpump.com/ka,8,155
892,KA-2.4R,60,1,1/2,400W,50,"2""",2.8,160,15.5,51,Dirty Water,https://www.hungpump.com/ka,8,125
893,KA-2.4R,60,1,1/2,400W,50,"2""",2.8,160,14,46,Dirty Water,https://www.hungpump.com/ka,8,110
894,KA-2.75D,60,1,1,750W,50,"2""",7,220,20,66,Dirty Water,https://www.hungpump.com/ka,12,155
895,KA-2.75D,60,1,1,750W,50,"2""",7,220,20,66,Dirty Water,https://www.hungpump.com/ka,12,155
896,KA-2.75DA,60,1,1,750W,50,"2""",7,220,20,66,Dirty Water,https://www.hungpump.com/ka,12,155
897,KA-2.75DA,60,1,1,750W,50,"2""",7,220,20,66,Dirty Water,https://www.hungpump.com/ka,12,155
898,KA-3.75D,60,1,1,750W,80,"3""",7,250,19,62,Dirty Water,https://www.hungpump.com/ka,12,175
899,KA-3.75D,60,1,1,750W,80,"3""",7,250,19,62,Dirty Water,https://www.hungpump.com/ka,12,175
900,KA-3.75DA,60,1,1,750W,80,"3""",7,250,19,62,Dirty Water,https://www.hungpump.com/ka,12,175
901,KA-3.75DA,60,1,1,750W,80,"3""",7,250,19,62,Dirty Water,https://www.hungpump.com/ka,12,175
902,KHL-100,60,3,10,7.5kW,100,"4""",15,1680,38,125,,https://www.hungpump.com/khl,,1300
903,KHL-100,60,3,10,7.5kW,100,"4""",15,1680,38,125,,https://www.hungpump.com/khl,25,1300
904,KHL-20,60,1,2,1.5kW,50,"2""",12,415,25,82,,https://www.hungpump.com/khl,15,370
905,KHL-20,60,3,2,1.5kW,50,"2""",12,415,25,82,,https://www.hungpump.com/khl,15,370
906,KHL-20,60,3,2,1.5kW,50,"2""",12,415,25,82,,https://www.hungpump.com/khl,15,370
907,KHL-30,60,3,3,2.2kW,50,"2""",12,620,28,92,,https://www.hungpump.com/khl,15,490
908,KHL-30,60,3,3,2.2kW,50,"2""",12,620,28,92,,https://www.hungpump.com/khl,15,490
909,KHL-50,60,3,5,3.7kW,50,"2""",15,770,32,105,,https://www.hungpump.com/khl,20,620
910,KHL-50,60,3,5,3.7kW,50,"2""",15,770,32,105,,https://www.hungpump.com/khl,20,620
911,KHL-75,60,3,7.5,5.5kW,80,"3""",15,1380,31,102,,https://www.hungpump.com/khl,20,1050
912,KHL-75,60,3,7.5,5.5kW,80,"3""",15,1380,31,102,,https://www.hungpump.com/khl,20,1050
913,KS-05,60,1,1/2,400W,50,"2""",5,260,10,33,,https://www.hungpump.com/ks,6,140
914,KS-05,60,1,1/2,400W,50,"2""",5,260,10,33,,https://www.hungpump.com/ks,6,140
915,KS-10,60,1,1,750W,50,"2""",6,420,14,46,,https://www.hungpump.com/ks,9,190
916,KS-10,60,1,1,750W,50,"2""",6,420,14,46,,https://www.hungpump.com/ks,9,190
917,KS-10,60,3,1,750W,50,"2""",6,420,14,46,,https://www.hungpump.com/ks,9,190
918,KS-10,60,3,1,750W,50,"2""",6,420,14,46,,https://www.hungpump.com/ks,9,190
919,KS-100,60,3,10,7.5kW,100,"4""",11,2400,28,92,,https://www.hungpump.com/ks,15,1400
920,KS-100,60,3,10,7.5kW,100,"4""",11,2400,28,92,,https://www.hungpump.com/ks,15,1400
921,KS-20,60,1,2,1.5kW,80,"3""",9,700,17,56,,https://www.hungpump.com/ks,9,520
922,KS-20,60,3,2,1.5kW,80,"3""",9,700,17,56,,https://www.hungpump.com/ks,9,520
923,KS-20,60,3,2,1.5kW,80,"3""",9,700,17,56,,https://www.hungpump.com/ks,9,520
924,KS-20,60,3,2,1.5kW,80,"3""",12,960,15.5,51,,https://www.hungpump.com/ks,9,620
925,KS-30,60,3,3,2.2kW,80,"3""",11,900,18,59,,https://www.hungpump.com/ks,10,530
926,KS-30,60,3,3,2.2kW,80,"3""",11,900,18,59,,https://www.hungpump.com/ks,10,530
927,KS-30,60,3,3,2.2kW,80,"3""",12,"1,200",20,66,,https://www.hungpump.com/ks,12,800
928,KS-50,60,3,5,3.7kW,100,"4""",11,1200,22,72,,https://www.hungpump.com/ks,15,630
929,KS-50,60,3,5,3.7kW,100,"4""",11,1200,22,72,,https://www.hungpump.com/ks,15,630
